image_path,class_label,attributes,caption,split,instance_id,image_path_fixed
images\team14_earphones (22).jpg,electronic_accessories_earphones,color:unknown;material:unknown;condition:used;size:small,black brown earphones with top view visible,val,Team14_BlackBrownEarphones_G,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (22).jpg
images\team14_earphones (23).jpg,electronic_accessories_earphones,color:brown;material:plastic;condition:used;size:small,Brown bluetooth earphones top view with brown lid,val,Team14_BlackBrownEarphones_C,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (23).jpg
images\team14_earphones (24).jpg,electronic_accessories_earphones,color:white;material:plastic;condition:used;size:small,white bluetooth earphones back side view,train,Team14_WhiteEarphones_AH,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (24).jpg
images\team14_earphones (25).jpg,electronic_accessories_earphones,color:black;material:plastic;condition:used;size:small,black earphones bluetooth with brown lid,train,Team14_BlackBrownEarphones_H,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (25).jpg
images\team14_earphones (26).jpg,electronic_accessories_earphones,color:black;material:plastic;condition:used;size:small,black bluetooth earphones with brown lid,train,Team14_BlackBrownEarphones_D,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (26).jpg
images\team14_earphones (27).jpg,electronic_accessories_earphones,color:white;material:plastic;condition:used;size:small,white bluetooth earphones with closed white lid,train,Team14_WhiteEarphones_O,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (27).jpg
images\team14_earphones (28).jpg,electronic_accessories_earphones,color:black;material:unknown;condition:used;size:small,Black bluetooth earphones with small size,train,Team14_BlackEarphones_A,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (28).jpg
images\team14_earphones (29).jpg,electronic_accessories_earphones,color:white;material:plastic;condition:used;size:small,White Bluetooth earphones with closed lid backside,train,Team14_WhiteEarphones_P,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (29).jpg
images\team14_earphones (30).jpg,electronic_accessories_earphones,color:white;material:plastic;condition:used;size:small,white Bluetooth earphones front side closed lid,train,Team14_WhiteEarphones_Q,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (30).jpg
images\team14_earphones (31).jpg,electronic_accessories_earphones,color:black;material:unknown;condition:used;size:small,Marshall Bluetooth earphones with black case ,val,Team14_BlackMarshallEarphones_B,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (31).jpg
images\team14_earphones (32).jpg,electronic_accessories_earphones,color:black;material:plastic;condition:used;size:small,black brown earphones with brown lid bluetooth,train,Team14_BlackBrownEarphones_I,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (32).jpg
images\team14_earphones (33).jpg,electronic_accessories_earphones,color:black;material:plastic;condition:used;size:small,Black Bluetooth earphones with brown lid back side,train,Team14_BlackBrownEarphones_E,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (33).jpg
images\team14_earphones (34).jpg,electronic_accessories_earphones,color:white;material:plastic;condition:used;size:small,white bluetooth earphones with charging hole visible,val,Team14_WhiteEarphones_AI,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (34).jpg
images\team14_earphones (35).jpg,electronic_accessories_earphones,color:brown;material:unknown;condition:used;size:small,Brown bluetooth earphones with horizontal orientation,train,Team14_BrownEarphones_C,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (35).jpg
images\team14_earphones (36).jpg,electronic_accessories_earphones,color:white;material:plastic;condition:used;size:small,White Bluetooth Earphones with open lid front side,train,Team14_WhiteEarphones_R,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (36).jpg
images\team14_earphones (37).jpg,electronic_accessories_earphones,color:black;material:plastic;condition:used;size:small,black bluetooth earphones with brown lid,val,Team14_BlackBrownEarphones_J,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (37).jpg
images\team14_earphones (38).jpg,electronic_accessories_earphones,color:black;material:plastic;condition:used;size:nan,Black bluetooth earphones with brown lid closed back side,train,Team14_BlackBrownEarphones_F,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (38).jpg
images\team14_earphones (39).jpg,electronic_accessories_earphones,color:brown;material:unknown;condition:used;size:small,brown bluetooth earphones with closed lid back side,train,Team14_BrownEarphones_B,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (39).jpg
images\team14_earphones (40).jpg,electronic_accessories_earphones,color:white;material:plastic;condition:used;size:small,White bluetooth earphones with open lid back side,val,Team14_WhiteEarphones_S,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (40).jpg
images\team14_earphones (41).jpg,electronic_accessories_earphones,color:blue;material:plastic;condition:used;size:small,blue earphones bluetooth in center of image front view,train,Team14_BlueEarphones_B,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (41).jpg
images\team14_earphones (42).jpg,electronic_accessories_earphones,color:black;material:unknown;condition:used;size:small,black marshall earphones back side with case on,train,Team14_BlackMarshallEarphones_C,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (42).jpg
images\team14_earphones (43).jpg,electronic_accessories_earphones,color:black;material:plastic;condition:used;size:small,black bluetooth earphones with open lid,train,Team14_BlackEarphones_B,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (43).jpg
images\team14_earphones (44).jpg,electronic_accessories_earphones,color:blue;material:plastic;condition:used;size:small,blue colour bluetooth earphones top view,train,Team14_BlueEarphones_C,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (44).jpg
images\team14_earphones (45).jpg,electronic_accessories_earphones,color:blue;material:plastic;condition:used;size:small,blue bluetooth earphones back side with closed lid,train,Team14_BlueEarphones_A,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (45).jpg
images\team14_earphones (46).jpg,electronic_accessories_earphones,color:black;material:plastic;condition:used;size:small,black bluetooth earphones front side open lid,val,Team14_BlackEarphones_C,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (46).jpg
images\team14_earphones (47).jpg,electronic_accessories_earphones,color:black;material:unknown;condition:used;size:small,Black round earphones with closed lid,train,Team14_BlackEarphones_D,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (47).jpg
images\team14_earphones (48).jpg,electronic_accessories_earphones,color:white;material:plastic;condition:used;size:small,white earphones front side with open lid,train,Team14_WhiteEarphones_T,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (48).jpg
images\team14_earphones (49).jpg,electronic_accessories_earphones,color:black;material:plastic;condition:used;size:small,black bluetooth earphones top view with open lid,train,Team14_BlackEarphones_E,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (49).jpg
images\team14_earphones (50).jpg,electronic_accessories_earphones,color:unknown;material:unknown;condition:used;size:small,marshall black earphones with yellow case on,train,Team14_BlackMarshallEarphones_D,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (50).jpg
images\team14_earphones (51).jpg,electronic_accessories_earphones,color:black;material:plastic;condition:used;size:small,Black bluetooth earphones with round silver design ,train,Team14_BlackEarphones_F,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (51).jpg
images\team14_earphones (52).jpg,electronic_accessories_earphones,color:black;material:plastic;condition:used;size:small,Black round earphones with closed lid,train,Team14_BlackEarphones_G,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (52).jpg
images\team14_earphones (53).jpg,electronic_accessories_earphones,color:black;material:plastic;condition:used;size:small,black bluetooth earphones with vertical orientation,train,Team14_BlackEarphones_H,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (53).jpg
images\team14_earphones (54).jpg,electronic_accessories_earphones,color:white;material:plastic;condition:used;size:small,white earphones with lid open bluetooth,train,Team14_WhiteEarphones_AJ,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (54).jpg
images\team14_earphones (55).jpg,electronic_accessories_earphones,color:black;material:plastic;condition:unknown;size:small,black bluetooth earphones with closed lid on solid background,train,Team14_BlackEarphones_U,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (55).jpg
images\team14_earphones (56).jpg,electronic_accessories_earphones,color:black;material:unknown;condition:used;size:small,Black marshall case bluetooth earphones with yellow design,train,Team14_BlackMarshallEarphones_E,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (56).jpg
images\team14_earphones (57).jpg,electronic_accessories_earphones,color:white;material:plastic;condition:used;size:small,White bluetooth earphones with open lid front side,train,Team14_WhiteEarphones_U,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (57).jpg
images\team14_earphones (58).jpg,electronic_accessories_earphones,color:blue;material:plastic;condition:used;size:small,blue bluetooth earphones side view,train,Team14_BlueEarphones_D,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (58).jpg
images\team14_earphones (59).jpg,electronic_accessories_earphones,color:black;material:plastic;condition:used;size:small,Black bluetooth earphones with round silver design side view,train,Team14_BlackEarphones_AD,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (59).jpg
images\team14_earphones (60).jpg,electronic_accessories_earphones,color:black;material:unknown;condition:unknown;size:small,black bluetooth earphones with closed lid,train,Team14_BlackEarphones_V,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (60).jpg
images\team14_earphones (61).jpg,electronic_accessories_earphones,color:black;material:plastic;condition:used;size:small,Black bluetooth earphones with round silver design top side view,train,Team14_BlackEarphones_W,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (61).jpg
images\team14_earphones (62).jpg,electronic_accessories_earphones,color:black;material:plastic;condition:used;size:small,Black bluetooth earphones with round silver design top view,train,Team14_BlackEarphones_AB,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (62).jpg
images\team14_earphones (63).jpg,electronic_accessories_earphones,color:black;material:plastic;condition:used;size:small,black bluetooth earphones with diagonal orientation,train,Team14_BlackEarphones_AC,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (63).jpg
images\team14_earphones (64).jpg,electronic_accessories_earphones,color:black;material:plastic;condition:used;size:small,Black bluetooth earphones with round silver design,train,Team14_BlackEarphones_I,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (64).jpg
images\team14_earphones (65).jpg,electronic_accessories_earphones,color:black;material:plastic;condition:used;size:small,black bluetooth earphones with open lid top view,train,Team14_BlackEarphones_X,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (65).jpg
images\team14_earphones (66).jpg,electronic_accessories_earphones,color:black;material:plastic;condition:used;size:small,black bluetooth earphones with horizontal orientation,train,Team14_BlackEarphones_J,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (66).jpg
images\team14_earphones (67).jpg,electronic_accessories_earphones,color:silver;material:plastic;condition:used;size:small,silver gray bluetooth earphones with silver lining,train,Team14_SilverEarphones_A,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (67).jpg
images\team14_earphones (68).jpg,electronic_accessories_earphones,color:white;material:plastic;condition:used;size:small,White bluetooth earphones top view square shape,val,Team14_WhiteEarphones_V,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (68).jpg
images\team14_earphones (69).jpg,electronic_accessories_earphones,color:white;material:plastic;condition:used;size:small,white bluetooth earphones back side square shape,train,Team14_WhiteEarphones_W,/content/drive/MyDrive/DL_project/project/data/images/team14_earphones (69).jpg
